# Data structure:

# Category, Name, Profile class, geometric data...

# All measures must be in millimeters

# Possible profile classes are: 

# Generic_RCT=		Generic Rectangle Solid Section
# Generic_L=		Generic L Section
# Generic_T=		Generic T Section
# SteelCF_C=     	Steel Cold Formed C-profile
# SteelCF_C_WL=     Steel Cold Formed C-profile with lips
# SteelCF_L=     	Steel Cold Formed L-profile
# SteelCF_Z=     	Steel Cold Formed Z-profile
# SteelCF_Z_WL=     Steel Cold Formed Z-profile with lips
# SteelHR_CHS=      Steel Hot Rolled Circular Hollow Section
# SteelHR_L=        Steel Hot Rolled L-angle with parallel flanges
# SteelHR_I_PF=     Steel Hot Rolled I/H-section parallel flange
# SteelHR_I_SF=     Steel Hot Rolled I/H-section sloped flange
# SteelHR_RS=       Steel Hot Rolled Round Section
# SteelHR_RCT=      Steel Hot Rolled Rectangular 
# SteelHR_RHS=      Steel Hot Rolled Rectangle Hollow Section
# SteelHR_C_PF=     Steel Hot Rolled C-channel Parallel Flange
# SteelHR_C_SF=     Steel Hot Rolled C-channel Sloped Flange


# Additional profile types must be implemented in ArchProfile.py first

###########################################

# Concrete Rectangle Solid Section

# Category,Name,Generic_RCT,Width,Height
Steel INP,INP400,SteelHR_I_SF,155,400,14.4,21.6,14.4,8.6,38.75,7.97
Steel INP,INP450,SteelHR_I_SF,170,450,16.2,24.3,16.2,9.7,42.5,7.97
Steel INP,INP500,SteelHR_I_SF,185,500,18,27,18,10.8,46.25,7.97
Steel INP,INP550,SteelHR_I_SF,200,550,19,30,19,11.9,50,7.97
Steel INP,INP600,SteelHR_I_SF,215,600,21.6,32.4,21.6,13,53.75,7.97

# Rectangle Hollow Section

# Category,Name,SteelHR_RHS,width,height,thickness,outer fillet,inner fillet

Steel RHS,RHS40x2.6,SteelHR_RHS,40,40,2.6,3.9,2.6
Steel RHS,RHS40x3.2,SteelHR_RHS,40,40,3.2,4.8,3.2
Steel RHS,RHS40x4,SteelHR_RHS,40,40,4,6,4
Steel RHS,RHS40x5,SteelHR_RHS,40,40,5,7.5,5
Steel RHS,RHS50x2.6,SteelHR_RHS,50,50,2.6,3.9,2.6
Steel RHS,RHS50x3.2,SteelHR_RHS,50,50,3.2,4.8,3.2
Steel RHS,RHS50x4,SteelHR_RHS,50,50,4,6,4
Steel RHS,RHS50x5,SteelHR_RHS,50,50,5,7.5,5
Steel RHS,RHS50x6.3,SteelHR_RHS,50,50,6.3,9.45,6.3
Steel RHS,RHS60x2.6,SteelHR_RHS,60,60,2.6,3.9,2.6
Steel RHS,RHS60x3.2,SteelHR_RHS,60,60,3.2,4.8,3.2
Steel RHS,RHS60x4,SteelHR_RHS,60,60,4,6,4
Steel RHS,RHS60x5,SteelHR_RHS,60,60,5,7.5,5
Steel RHS,RHS60x6.3,SteelHR_RHS,60,60,6.3,9.45,6.3
Steel RHS,RHS60x8,SteelHR_RHS,60,60,8,12,8
Steel RHS,RHS70x3.2,SteelHR_RHS,70,70,3.2,4.8,3.2
Steel RHS,RHS70x4,SteelHR_RHS,70,70,4,6,4
Steel RHS,RHS70x5,SteelHR_RHS,70,70,5,7.5,5
Steel RHS,RHS70x6.3,SteelHR_RHS,70,70,6.3,9.45,6.3
Steel RHS,RHS70x8,SteelHR_RHS,70,70,8,12,8
Steel RHS,RHS80x3.2,SteelHR_RHS,80,80,3.2,4.8,3.2
Steel RHS,RHS80x4,SteelHR_RHS,80,80,4,6,4
Steel RHS,RHS80x5,SteelHR_RHS,80,80,5,7.5,5
Steel RHS,RHS80x6.3,SteelHR_RHS,80,80,6.3,9.45,6.3
Steel RHS,RHS80x8,SteelHR_RHS,80,80,8,12,8
Steel RHS,RHS90x4,SteelHR_RHS,90,90,4,6,4
Steel RHS,RHS90x5,SteelHR_RHS,90,90,5,7.5,5
Steel RHS,RHS90x6.3,SteelHR_RHS,90,90,6.3,9.45,6.3
Steel RHS,RHS90x8,SteelHR_RHS,90,90,8,12,8
Steel RHS,RHS100x4,SteelHR_RHS,100,100,4,6,4
Steel RHS,RHS100x5,SteelHR_RHS,100,100,5,7.5,5
Steel RHS,RHS100x6.3,SteelHR_RHS,100,100,6.3,9.45,6.3
Steel RHS,RHS100x8,SteelHR_RHS,100,100,8,12,8
Steel RHS,RHS100x10,SteelHR_RHS,100,100,10,15,10
Steel RHS,RHS120x5,SteelHR_RHS,120,120,5,7.5,5
Steel RHS,RHS120x6.3,SteelHR_RHS,120,120,6.3,9.45,6.3
Steel RHS,RHS120x8,SteelHR_RHS,120,120,8,12,8
Steel RHS,RHS120x10,SteelHR_RHS,120,120,10,15,10
Steel RHS,RHS120x12.5,SteelHR_RHS,120,120,12.5,18.75,12.5
Steel RHS,RHS140x5,SteelHR_RHS,140,140,5,7.5,5
Steel RHS,RHS140x6.3,SteelHR_RHS,140,140,6.3,9.45,6.3
Steel RHS,RHS140x8,SteelHR_RHS,140,140,8,12,8
Steel RHS,RHS140x10,SteelHR_RHS,140,140,10,15,10
Steel RHS,RHS140x12.5,SteelHR_RHS,140,140,12.5,18.75,12.5
Steel RHS,RHS150x5,SteelHR_RHS,150,150,5,7.5,5
Steel RHS,RHS150x6.3,SteelHR_RHS,150,150,6.3,9.45,6.3
Steel RHS,RHS150x8,SteelHR_RHS,150,150,8,12,8
Steel RHS,RHS150x10,SteelHR_RHS,150,150,10,15,10
Steel RHS,RHS150x12.5,SteelHR_RHS,150,150,12.5,18.75,12.5
Steel RHS,RHS150x14.2,SteelHR_RHS,150,150,14.2,21.3,14.2
Steel RHS,RHS150x16,SteelHR_RHS,150,150,16,24,16
Steel RHS,RHS160x5,SteelHR_RHS,160,160,5,7.5,5
Steel RHS,RHS160x6.3,SteelHR_RHS,160,160,6.3,9.45,6.3
Steel RHS,RHS160x8,SteelHR_RHS,160,160,8,12,8
Steel RHS,RHS160x10,SteelHR_RHS,160,160,10,15,10
Steel RHS,RHS160x12.5,SteelHR_RHS,160,160,12.5,18.75,12.5
Steel RHS,RHS160x14.2,SteelHR_RHS,160,160,14.2,21.3,14.2
Steel RHS,RHS160x16,SteelHR_RHS,160,160,16,24,16
Steel RHS,RHS180x5,SteelHR_RHS,180,180,5,7.5,5
Steel RHS,RHS180x6.3,SteelHR_RHS,180,180,6.3,9.45,6.3
Steel RHS,RHS180x8,SteelHR_RHS,180,180,8,12,8
Steel RHS,RHS180x10,SteelHR_RHS,180,180,10,15,10
Steel RHS,RHS180x12.5,SteelHR_RHS,180,180,12.5,18.75,12.5
Steel RHS,RHS180x14.2,SteelHR_RHS,180,180,14.2,21.3,14.2
Steel RHS,RHS180x16,SteelHR_RHS,180,180,16,24,16
Steel RHS,RHS200x5,SteelHR_RHS,200,200,5,7.5,5
Steel RHS,RHS200x6.3,SteelHR_RHS,200,200,6.3,9.45,6.3
Steel RHS,RHS200x8,SteelHR_RHS,200,200,8,12,8
Steel RHS,RHS200x10,SteelHR_RHS,200,200,10,15,10
Steel RHS,RHS200x12.5,SteelHR_RHS,200,200,12.5,18.75,12.5
Steel RHS,RHS200x14.2,SteelHR_RHS,200,200,14.2,21.3,14.2
Steel RHS,RHS200x16,SteelHR_RHS,200,200,16,24,16
Steel RHS,RHS220x6.3,SteelHR_RHS,220,220,6.3,9.45,6.3
Steel RHS,RHS220x8,SteelHR_RHS,220,220,8,12,8
Steel RHS,RHS220x10,SteelHR_RHS,220,220,10,15,10
Steel RHS,RHS220x12.5,SteelHR_RHS,220,220,12.5,18.75,12.5
Steel RHS,RHS220x14.2,SteelHR_RHS,220,220,14.2,21.3,14.2
Steel RHS,RHS220x16,SteelHR_RHS,220,220,16,24,16
Steel RHS,RHS250x6.3,SteelHR_RHS,250,250,6.3,9.45,6.3
Steel RHS,RHS250x8,SteelHR_RHS,250,250,8,12,8
Steel RHS,RHS250x10,SteelHR_RHS,250,250,10,15,10
Steel RHS,RHS250x12.5,SteelHR_RHS,250,250,12.5,18.75,12.5
Steel RHS,RHS250x14.2,SteelHR_RHS,250,250,14.2,21.3,14.2
Steel RHS,RHS250x16,SteelHR_RHS,250,250,16,24,16
Steel RHS,RHS260x6.3,SteelHR_RHS,260,260,6.3,9.45,6.3
Steel RHS,RHS260x8,SteelHR_RHS,260,260,8,12,8
Steel RHS,RHS260x10,SteelHR_RHS,260,260,10,15,10
Steel RHS,RHS260x12.5,SteelHR_RHS,260,260,12.5,18.75,12.5
Steel RHS,RHS260x14.2,SteelHR_RHS,260,260,14.2,21.3,14.2
Steel RHS,RHS260x16,SteelHR_RHS,260,260,16,24,16
Steel RHS,RHS300x6.3,SteelHR_RHS,300,300,6.3,9.45,6.3
Steel RHS,RHS300x8,SteelHR_RHS,300,300,8,12,8
Steel RHS,RHS300x10,SteelHR_RHS,300,300,10,15,10
Steel RHS,RHS300x12.5,SteelHR_RHS,300,300,12.5,18.75,12.5
Steel RHS,RHS300x14.2,SteelHR_RHS,300,300,14.2,21.3,14.2
Steel RHS,RHS300x16,SteelHR_RHS,300,300,16,24,16
Steel RHS,RHS350x8,SteelHR_RHS,350,350,8,12,8
Steel RHS,RHS350x10,SteelHR_RHS,350,350,10,15,10
Steel RHS,RHS350x12.5,SteelHR_RHS,350,350,12.5,18.75,12.5
Steel RHS,RHS350x14.2,SteelHR_RHS,350,350,14.2,21.3,14.2
Steel RHS,RHS350x16,SteelHR_RHS,350,350,16,24,16
Steel RHS,RHS400x10,SteelHR_RHS,400,400,10,15,10
Steel RHS,RHS400x12.5,SteelHR_RHS,400,400,12.5,18.75,12.5
Steel RHS,RHS400x14.2,SteelHR_RHS,400,400,14.2,21.3,14.2
Steel RHS,RHS400x16,SteelHR_RHS,400,400,16,24,16
Steel RHS,RHS400x20,SteelHR_RHS,400,400,20,30,20
Steel RHS,RHS40x20x2,SteelHR_RHS,20,40,2,4,2
Steel RHS,RHS40x20x2.5,SteelHR_RHS,20,40,2.5,5,2.5
Steel RHS,RHS40x20x3,SteelHR_RHS,20,40,3,6,3
Steel RHS,RHS50x30x2,SteelHR_RHS,30,50,2,4,2
Steel RHS,RHS50x30x2.5,SteelHR_RHS,30,50,2.5,5,2.5
Steel RHS,RHS50x30x3,SteelHR_RHS,30,50,3,6,3
Steel RHS,RHS50x30x4,SteelHR_RHS,30,50,4,8,4
Steel RHS,RHS60x40x2,SteelHR_RHS,40,60,2,4,2
Steel RHS,RHS60x40x2.5,SteelHR_RHS,40,60,2.5,5,2.5
Steel RHS,RHS60x40x3,SteelHR_RHS,40,60,3,6,3
Steel RHS,RHS60x40x4,SteelHR_RHS,40,60,4,8,4
Steel RHS,RHS60x40x5,SteelHR_RHS,40,60,5,10,5
Steel RHS,RHS70x50x2,SteelHR_RHS,50,70,2,4,2
Steel RHS,RHS70x50x2.5,SteelHR_RHS,50,70,2.5,5,2.5
Steel RHS,RHS70x50x3,SteelHR_RHS,50,70,3,6,3
Steel RHS,RHS70x50x4,SteelHR_RHS,50,70,4,8,4
Steel RHS,RHS70x50x5,SteelHR_RHS,50,70,5,10,5
Steel RHS,RHS80x40x2,SteelHR_RHS,40,80,2,4,2
Steel RHS,RHS80x40x2.5,SteelHR_RHS,40,80,2.5,5,2.5
Steel RHS,RHS80x40x3,SteelHR_RHS,40,80,3,6,3
Steel RHS,RHS80x40x4,SteelHR_RHS,40,80,4,8,4
Steel RHS,RHS80x40x5,SteelHR_RHS,40,80,5,10,5
Steel RHS,RHS80x60x2,SteelHR_RHS,60,80,2,4,2
Steel RHS,RHS80x60x2.5,SteelHR_RHS,60,80,2.5,5,2.5
Steel RHS,RHS80x60x3,SteelHR_RHS,60,80,3,6,3
Steel RHS,RHS80x60x4,SteelHR_RHS,60,80,4,8,4
Steel RHS,RHS80x60x5,SteelHR_RHS,60,80,5,10,5
Steel RHS,RHS90x50x2,SteelHR_RHS,50,90,2,4,2
Steel RHS,RHS90x50x2.5,SteelHR_RHS,50,90,2.5,5,2.5
Steel RHS,RHS90x50x3,SteelHR_RHS,50,90,3,6,3
Steel RHS,RHS90x50x4,SteelHR_RHS,50,90,4,8,4
Steel RHS,RHS90x50x5,SteelHR_RHS,50,90,5,10,5
Steel RHS,RHS100x40x2.5,SteelHR_RHS,40,100,2.5,5,2.5
Steel RHS,RHS100x40x3,SteelHR_RHS,40,100,3,6,3
Steel RHS,RHS100x40x4,SteelHR_RHS,40,100,4,8,4
Steel RHS,RHS100x40x5,SteelHR_RHS,40,100,5,10,5
Steel RHS,RHS100x50x2.5,SteelHR_RHS,50,100,2.5,5,2.5
Steel RHS,RHS100x50x3,SteelHR_RHS,50,100,3,6,3
Steel RHS,RHS100x50x4,SteelHR_RHS,50,100,4,8,4
Steel RHS,RHS100x50x5,SteelHR_RHS,50,100,5,10,5
Steel RHS,RHS100x50x6,SteelHR_RHS,50,100,6,12,6
Steel RHS,RHS100x50x6.3,SteelHR_RHS,50,100,6.3,12.6,6.3
Steel RHS,RHS100x60x2.5,SteelHR_RHS,60,100,2.5,5,2.5
Steel RHS,RHS100x60x3,SteelHR_RHS,60,100,3,6,3
Steel RHS,RHS100x60x4,SteelHR_RHS,60,100,4,8,4
Steel RHS,RHS100x60x5,SteelHR_RHS,60,100,5,10,5
Steel RHS,RHS100x60x6,SteelHR_RHS,60,100,6,12,6
Steel RHS,RHS100x60x6.3,SteelHR_RHS,60,100,6.3,12.6,6.3
Steel RHS,RHS100x80x2.5,SteelHR_RHS,80,100,2.5,5,2.5
Steel RHS,RHS100x80x3,SteelHR_RHS,80,100,3,6,3
Steel RHS,RHS100x80x4,SteelHR_RHS,80,100,4,8,4
Steel RHS,RHS100x80x5,SteelHR_RHS,80,100,5,10,5
Steel RHS,RHS100x80x6,SteelHR_RHS,80,100,6,12,6
Steel RHS,RHS100x80x6.3,SteelHR_RHS,80,100,6.3,12.6,6.3
Steel RHS,RHS120x60x2.5,SteelHR_RHS,60,120,2.5,5,2.5
Steel RHS,RHS120x60x3,SteelHR_RHS,60,120,3,6,3
Steel RHS,RHS120x60x4,SteelHR_RHS,60,120,4,8,4
Steel RHS,RHS120x60x5,SteelHR_RHS,60,120,5,10,5
Steel RHS,RHS120x60x6,SteelHR_RHS,60,120,6,12,6
Steel RHS,RHS120x60x6.3,SteelHR_RHS,60,120,6.3,12.6,6.3
Steel RHS,RHS120x60x8,SteelHR_RHS,60,120,8,16,8
Steel RHS,RHS120x80x3,SteelHR_RHS,80,120,3,6,3
Steel RHS,RHS120x80x4,SteelHR_RHS,80,120,4,8,4
Steel RHS,RHS120x80x5,SteelHR_RHS,80,120,5,10,5
Steel RHS,RHS120x80x6,SteelHR_RHS,80,120,6,12,6
Steel RHS,RHS120x80x6.3,SteelHR_RHS,80,120,6.3,12.6,6.3
Steel RHS,RHS120x80x8,SteelHR_RHS,80,120,8,16,8
Steel RHS,RHS140x80x4,SteelHR_RHS,80,140,4,8,4
Steel RHS,RHS140x80x5,SteelHR_RHS,80,140,5,10,5
Steel RHS,RHS140x80x6,SteelHR_RHS,80,140,6,12,6
Steel RHS,RHS140x80x6.3,SteelHR_RHS,80,140,6.3,12.6,6.3
Steel RHS,RHS140x80x8,SteelHR_RHS,80,140,8,16,8
Steel RHS,RHS150x100x4,SteelHR_RHS,100,150,4,8,4
Steel RHS,RHS150x100x5,SteelHR_RHS,100,150,5,10,5
Steel RHS,RHS150x100x6,SteelHR_RHS,100,150,6,12,6
Steel RHS,RHS150x100x6.3,SteelHR_RHS,100,150,6.3,12.6,6.3
Steel RHS,RHS150x100x8,SteelHR_RHS,100,150,8,16,8
Steel RHS,RHS150x100x10,SteelHR_RHS,100,150,10,20,10
Steel RHS,RHS150x100x12,SteelHR_RHS,100,150,12,24,12
Steel RHS,RHS150x100x12.5,SteelHR_RHS,100,150,12.5,25,12.5
Steel RHS,RHS160x80x4,SteelHR_RHS,80,160,4,8,4
Steel RHS,RHS160x80x5,SteelHR_RHS,80,160,5,10,5
Steel RHS,RHS160x80x6,SteelHR_RHS,80,160,6,12,6
Steel RHS,RHS160x80x6.3,SteelHR_RHS,80,160,6.3,12.6,6.3
Steel RHS,RHS160x80x8,SteelHR_RHS,80,160,8,16,8
Steel RHS,RHS160x80x10,SteelHR_RHS,80,160,10,20,10
Steel RHS,RHS160x80x12,SteelHR_RHS,80,160,12,24,12
Steel RHS,RHS160x80x12.5,SteelHR_RHS,80,160,12.5,25,12.5
Steel RHS,RHS180x100x4,SteelHR_RHS,100,180,4,8,4
Steel RHS,RHS180x100x5,SteelHR_RHS,100,180,5,10,5
Steel RHS,RHS180x100x6,SteelHR_RHS,100,180,6,12,6
Steel RHS,RHS180x100x6.3,SteelHR_RHS,100,180,6.3,12.6,6.3
Steel RHS,RHS180x100x8,SteelHR_RHS,100,180,8,16,8
Steel RHS,RHS180x100x10,SteelHR_RHS,100,180,10,20,10
Steel RHS,RHS180x100x12,SteelHR_RHS,100,180,12,24,12
Steel RHS,RHS180x100x12.5,SteelHR_RHS,100,180,12.5,25,12.5
Steel RHS,RHS200x100x4,SteelHR_RHS,100,200,4,8,4
Steel RHS,RHS200x100x5,SteelHR_RHS,100,200,5,10,5
Steel RHS,RHS200x100x6,SteelHR_RHS,100,200,6,12,6
Steel RHS,RHS200x100x6.3,SteelHR_RHS,100,200,6.3,12.6,6.3
Steel RHS,RHS200x100x8,SteelHR_RHS,100,200,8,16,8
Steel RHS,RHS200x100x10,SteelHR_RHS,100,200,10,20,10
Steel RHS,RHS200x100x12,SteelHR_RHS,100,200,12,24,12
Steel RHS,RHS200x100x12.5,SteelHR_RHS,100,200,12.5,25,12.5
Steel RHS,RHS200x120x4,SteelHR_RHS,120,200,4,8,4
Steel RHS,RHS200x120x5,SteelHR_RHS,120,200,5,10,5
Steel RHS,RHS200x120x6,SteelHR_RHS,120,200,6,12,6
Steel RHS,RHS200x120x6.3,SteelHR_RHS,120,200,6.3,12.6,6.3
Steel RHS,RHS200x120x8,SteelHR_RHS,120,200,8,16,8
Steel RHS,RHS200x120x10,SteelHR_RHS,120,200,10,20,10
Steel RHS,RHS200x120x12,SteelHR_RHS,120,200,12,24,12
Steel RHS,RHS200x120x12.5,SteelHR_RHS,120,200,12.5,25,12.5
Steel RHS,RHS250x150x5,SteelHR_RHS,150,250,5,10,5
Steel RHS,RHS250x150x6,SteelHR_RHS,150,250,6,12,6
Steel RHS,RHS250x150x6.3,SteelHR_RHS,150,250,6.3,12.6,6.3
Steel RHS,RHS250x150x8,SteelHR_RHS,150,250,8,16,8
Steel RHS,RHS250x150x10,SteelHR_RHS,150,250,10,20,10
Steel RHS,RHS250x150x12,SteelHR_RHS,150,250,12,24,12
Steel RHS,RHS250x150x12.5,SteelHR_RHS,150,250,12.5,25,12.5
Steel RHS,RHS250x150x16,SteelHR_RHS,150,250,16,32,16
Steel RHS,RHS260x180x5,SteelHR_RHS,180,260,5,10,5
Steel RHS,RHS260x180x6.3,SteelHR_RHS,180,260,6.3,12.6,6.3
Steel RHS,RHS260x180x8,SteelHR_RHS,180,260,8,16,8
Steel RHS,RHS260x180x10,SteelHR_RHS,180,260,10,20,10
Steel RHS,RHS260x180x12,SteelHR_RHS,180,260,12,24,12
Steel RHS,RHS260x180x12.5,SteelHR_RHS,180,260,12.5,25,12.5
Steel RHS,RHS260x180x16,SteelHR_RHS,180,260,16,32,16
Steel RHS,RHS300x100x6,SteelHR_RHS,100,300,6,12,6
Steel RHS,RHS300x100x6.3,SteelHR_RHS,100,300,6.3,12.6,6.3
Steel RHS,RHS300x100x8,SteelHR_RHS,100,300,8,16,8
Steel RHS,RHS300x100x10,SteelHR_RHS,100,300,10,20,10
Steel RHS,RHS300x100x12,SteelHR_RHS,100,300,12,24,12
Steel RHS,RHS300x100x12.5,SteelHR_RHS,100,300,12.5,25,12.5
Steel RHS,RHS300x100x16,SteelHR_RHS,100,300,16,32,16
Steel RHS,RHS300x150x6,SteelHR_RHS,150,300,6,12,6
Steel RHS,RHS300x150x6.3,SteelHR_RHS,150,300,6.3,12.6,6.3
Steel RHS,RHS300x150x8,SteelHR_RHS,150,300,8,16,8
Steel RHS,RHS300x150x10,SteelHR_RHS,150,300,10,20,10
Steel RHS,RHS300x150x12,SteelHR_RHS,150,300,12,24,12
Steel RHS,RHS300x150x12.5,SteelHR_RHS,150,300,12.5,25,12.5
Steel RHS,RHS300x150x16,SteelHR_RHS,150,300,16,32,16
Steel RHS,RHS300x200x6,SteelHR_RHS,200,300,6,12,6
Steel RHS,RHS300x200x6.3,SteelHR_RHS,200,300,6.3,12.6,6.3
Steel RHS,RHS300x200x8,SteelHR_RHS,200,300,8,16,8
Steel RHS,RHS300x200x10,SteelHR_RHS,200,300,10,20,10
Steel RHS,RHS300x200x12,SteelHR_RHS,200,300,12,24,12
Steel RHS,RHS300x200x12.5,SteelHR_RHS,200,300,12.5,25,12.5
Steel RHS,RHS300x200x16,SteelHR_RHS,200,300,16,32,16
Steel RHS,RHS350x250x6,SteelHR_RHS,250,350,6,12,6
Steel RHS,RHS350x250x6.3,SteelHR_RHS,250,350,6.3,12.6,6.3
Steel RHS,RHS350x250x8,SteelHR_RHS,250,350,8,16,8
Steel RHS,RHS350x250x10,SteelHR_RHS,250,350,10,20,10
Steel RHS,RHS350x250x12,SteelHR_RHS,250,350,12,24,12
Steel RHS,RHS350x250x12.5,SteelHR_RHS,250,350,12.5,25,12.5
Steel RHS,RHS350x250x16,SteelHR_RHS,250,350,16,32,16
Steel RHS,RHS400x200x8,SteelHR_RHS,200,400,8,16,8
Steel RHS,RHS400x200x12.5,SteelHR_RHS,200,400,12.5,25,12.5
Steel RHS,RHS400x200x16,SteelHR_RHS,200,400,16,32,16
Steel RHS,RHS400x300x8,SteelHR_RHS,300,400,8,16,8
Steel RHS,RHS400x300x10,SteelHR_RHS,300,400,10,20,10
Steel RHS,RHS400x300x12,SteelHR_RHS,300,400,12,24,12
Steel RHS,RHS400x300x12.5,SteelHR_RHS,300,400,12.5,25,12.5
Steel RHS,RHS400x300x16,SteelHR_RHS,300,400,16,32,16

# C-channel Parallel Flange

# Category,Name,SteelHR_C_PF,width,height,web thickness,flange thickness,radius,centroid horizontal

Steel UPE,UPE80,SteelHR_C_PF,50,80,4,7,10,18.2
Steel UPE,UPE100,SteelHR_C_PF,55,100,4.5,7.5,10,19.1
Steel UPE,UPE120,SteelHR_C_PF,60,120,5,8,10,19.8
Steel UPE,UPE140,SteelHR_C_PF,65,140,5,9,10,21.7
Steel UPE,UPE160,SteelHR_C_PF,70,160,5.5,9.5,12,22.7
Steel UPE,UPE180,SteelHR_C_PF,75,180,5.5,10.5,12,24.7
Steel UPE,UPE200,SteelHR_C_PF,80,200,6,11,12,25.6
Steel UPE,UPE220,SteelHR_C_PF,85,220,6.5,12,12,27
Steel UPE,UPE240,SteelHR_C_PF,90,240,7,12.5,15,27.9
Steel UPE,UPE270,SteelHR_C_PF,95,270,7.5,13.5,15,28.9
Steel UPE,UPE300,SteelHR_C_PF,100,300,9.5,15,15,28.9
Steel UPE,UPE330,SteelHR_C_PF,105,330,11,16,18,29
Steel UPE,UPE360,SteelHR_C_PF,110,360,12,17,18,29.7
Steel UPE,UPE400,SteelHR_C_PF,115,400,13.5,18,18,29.8

# C-channel Sloped Flange

# Category,Name,SteelHR_C_SF,width,height,tw,tf,r1,r2,tl,sa,e

Steel UNP,UNP 50,SteelHR_C_SF,38,50,5,7,7,3.5,19,4.57,13.7
Steel UNP,UNP 60,SteelHR_C_SF,30,60,6,6,6,3,15,4.57,9.1
Steel UNP,UNP 65,SteelHR_C_SF,42,65,5.5,7.5,7.5,4,21,4.57,14.2
Steel UNP,UNP 80,SteelHR_C_SF,45,80,6,8,8,4,22.5,4.57,14.5
Steel UNP,UNP100,SteelHR_C_SF,50,100,6,8.5,8.5,4.5,25,4.57,15.5
Steel UNP,UNP120,SteelHR_C_SF,55,120,7,9,9,4.5,27.5,4.57,16
Steel UNP,UNP140,SteelHR_C_SF,60,140,7,10,10,5,30,4.57,17.5
Steel UNP,UNP160,SteelHR_C_SF,65,160,7.5,10.5,10.5,5.5,32.5,4.57,18.4
Steel UNP,UNP180,SteelHR_C_SF,70,180,8,11,11,5.5,35,4.57,19.2
Steel UNP,UNP200,SteelHR_C_SF,75,200,8.5,11.5,11.5,6,37.5,4.57,20.1
Steel UNP,UNP220,SteelHR_C_SF,80,220,9,12.5,12.5,6.5,40,4.57,21.4
Steel UNP,UNP240,SteelHR_C_SF,85,240,9.5,13,13,6.5,42.5,4.57,22.3
Steel UNP,UNP260,SteelHR_C_SF,90,260,10,14,14,7,45,4.57,23.6
Steel UNP,UNP280,SteelHR_C_SF,95,280,10,15,15,7.5,47.5,4.57,25.3
Steel UNP,UNP300,SteelHR_C_SF,100,300,10,16,16,8,50,4.57,27
Steel UNP,UNP320,SteelHR_C_SF,100,320,14,17.5,17.5,8.75,43,2.86,26
Steel UNP,UNP350,SteelHR_C_SF,100,350,14,16,16,8,43,2.86,24
Steel UNP,UNP380,SteelHR_C_SF,102,380,13.5,16,16,8,44.25,2.86,23.8
Steel UNP,UNP400,SteelHR_C_SF,110,400,14,18,18,9,48,2.86,26.5

# L-angle

# Category,Name,SteelHR_L,width,height,tf,OuterFillet,WebFillet,Centroid horizontal,Centroid vertical

Steel L-angle,L20x3,SteelHR_L,20,20,3,1.75,3.5,5.98,5.98
Steel L-angle,L25x3,SteelHR_L,25,25,3,1.75,3.5,7.23,7.23
Steel L-angle,L25x4,SteelHR_L,25,25,4,1.75,3.5,7.62,7.62
Steel L-angle,L30x3,SteelHR_L,30,30,3,1.5,5,8.35,8.35
Steel L-angle,L30x4,SteelHR_L,30,30,4,2.5,5,8.78,8.78
Steel L-angle,L35x4,SteelHR_L,35,35,4,2.5,5,10,10
Steel L-angle,L40x4,SteelHR_L,40,40,4,3,6,11.2,11.2
Steel L-angle,L40x5,SteelHR_L,40,40,5,3,6,11.6,11.6
Steel L-angle,L45x4.5,SteelHR_L,45,45,4.5,3.5,7,12.5,12.5
Steel L-angle,L50x4,SteelHR_L,50,50,4,2.5,7,13.6,13.6
Steel L-angle,L50x5,SteelHR_L,50,50,5,3.5,7,14,14
Steel L-angle,L50x6,SteelHR_L,50,50,6,3.5,7,14.5,14.5
Steel L-angle,L60x5,SteelHR_L,60,60,5,4,8,16.4,16.4
Steel L-angle,L60x6,SteelHR_L,60,60,6,4,8,16.9,16.9
Steel L-angle,L60x8,SteelHR_L,60,60,8,4,8,17.7,17.7
Steel L-angle,L65x7,SteelHR_L,65,65,7,4.5,9,20.5,20.5
Steel L-angle,L70x6,SteelHR_L,70,70,6,4.5,9,19.3,19.3
Steel L-angle,L70x7,SteelHR_L,70,70,7,4.5,9,19.7,19.7
Steel L-angle,L75x6,SteelHR_L,75,75,6,4.5,9,20.5,20.5
Steel L-angle,L75x8,SteelHR_L,75,75,8,4.5,9,21.4,21.4
Steel L-angle,L80x8,SteelHR_L,80,80,8,5,10,22.6,22.6
Steel L-angle,L80x10,SteelHR_L,80,80,10,5,10,23.4,23.4
Steel L-angle,L90x7,SteelHR_L,90,90,7,5.5,11,24.5,24.5
Steel L-angle,L90x8,SteelHR_L,90,90,8,5.5,11,25,25
Steel L-angle,L90x9,SteelHR_L,90,90,9,5.5,11,25.4,25.4
Steel L-angle,L90x10,SteelHR_L,90,90,10,5.5,11,25.8,25.8
Steel L-angle,L100x8,SteelHR_L,100,100,8,6,12,27.4,27.4
Steel L-angle,L100x10,SteelHR_L,100,100,10,6,12,28.2,28.2
Steel L-angle,L100x12,SteelHR_L,100,100,12,6,12,29,29
Steel L-angle,L120x10,SteelHR_L,120,120,10,6.5,13,33.1,33.1
Steel L-angle,L120x12,SteelHR_L,120,120,12,6.5,13,34,34
Steel L-angle,L130x12,SteelHR_L,130,130,12,7,14,36.4,36.4
Steel L-angle,L150x10,SteelHR_L,150,150,10,8,16,40.3,40.3
